,module_color,kME_in_own_module,kWithin
Gene.256,brown,0.8264899681464224,155.76194492834892
Gene.257,blue,0.6727354485122419,124.8101619211165
Gene.258,blue,0.6778965706829333,137.80288565699874
Gene.259,brown,0.9736912377569044,119.7674861250279
Gene.260,yellow,0.8882224695699068,150.80501296114153
Gene.261,brown,0.780116819498071,153.47863571056584
Gene.262,brown,0.7701379694338434,150.34094361335514
Gene.263,blue,0.8992108151751419,163.47406480835397
Gene.264,brown,0.6720252986035438,168.84678666976387
Gene.265,brown,0.8596682297416405,145.71057172659093
Gene.266,red,0.6327757480199049,15.951597037583236
Gene.267,turquoise,0.8775638724790986,167.37116077060642
Gene.268,blue,0.7717213962903623,133.87979853687503
Gene.269,turquoise,0.7213629059376817,161.0897107456546
Gene.270,blue,0.9599489125173017,109.77410513428445
Gene.271,blue,0.6074832155879492,118.62679241824826
Gene.272,yellow,0.7029449805451099,138.22196753096554
Gene.273,brown,0.5562254747827143,138.31431925754916
Gene.274,brown,0.4528158343501345,125.91837537133298
Gene.275,brown,0.8882328851008143,170.28270047551274
Gene.276,brown,0.865286499738907,172.37406345674447
Gene.277,red,0.8069818618088093,18.16710838491284
Gene.278,brown,0.9170604978309189,176.58160399294437
Gene.279,turquoise,0.96573038970724,105.92595496760623
Gene.280,turquoise,0.9252093117351663,142.42541277742126
Gene.281,brown,0.927149538773006,113.89640462265211
Gene.282,turquoise,0.8966439259137462,167.66975817914687
Gene.283,blue,0.9490543838695381,121.98185547179176
Gene.284,yellow,0.8973904913931208,151.73895462096976
Gene.285,red,0.6477089450494837,16.550613228031064
Gene.286,turquoise,0.9736968729873787,145.33499377479316
Gene.287,brown,0.15795423924867052,86.1361823756581
Gene.288,brown,0.7896730697868894,148.0375399134443
Gene.289,blue,0.9386234527714861,117.51610933506134
Gene.290,turquoise,0.913390201016607,82.71800466788876
Gene.291,brown,0.9276021000333186,162.41285813891457
Gene.292,turquoise,0.8685270507569518,170.62505405643665
Gene.293,brown,0.9308255903916001,179.4346445698787
Gene.294,brown,0.7866676455174487,162.6770266130837
Gene.295,yellow,0.5967859712431421,112.07591031183263
Gene.296,brown,0.6077691737167732,150.106685663077
Gene.297,yellow,0.9296239779192947,152.77924330441715
Gene.298,brown,0.9035750862608878,166.3790943030864
Gene.299,yellow,0.9203851260011926,161.28010027171717
Gene.300,turquoise,0.9611374096473003,185.36864651733742
Gene.301,brown,0.6300986807845279,137.35278467722904
Gene.302,turquoise,0.8423805049788362,136.9140369014529
Gene.303,brown,0.9033564691604428,153.86575074906906
Gene.304,turquoise,0.7346667729248668,162.5483119219052
Gene.305,turquoise,0.8504954075788826,148.3860755299875
